id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4942555240464938,NhR3u1WX0,1885637912,中国宁波网,【“美酒+咖啡”刷屏朋友圈，喝了“茅台咖啡”能开车吗？】9月4日早上，瑞幸咖啡与贵州茅台联名的“酱香拿铁”正式上架开卖。当天上午，该消息接连拿下数条网络热搜，成为讨论度最高的话题。“酱香拿铁”是什么口味？为何吸引了大众的目光？昨天，记者现场走访了瑞幸咖啡的门店一探究竟。O“茅台咖啡”开卖记者现场走访瑞幸咖啡的门店一探究竟,,,,,0,0,0,2023-09-05 10:21,微博网页版,['https://wx1.sinaimg.cn/large/70648d18ly1hhlgtg5r14j20b40e2q4k.jpg'],,,
4942555227095054,NhR3stLKm,1737737970,新民晚报新民网,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，#喝一杯酱香拿铁或赚9元#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。via证券时报、梨视频L梨视频的微博视频,,,,"茅台巧克力即将上线,喝一杯酱香拿铁或赚9元",0,0,0,2023-09-05 10:20,微博视频号,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317107&ssig=Z3Cke9WWSI&KID=unistore,video",,
4942555198784155,NhR3pAR9V,7563367778,Ted说,#喝一杯酱香拿铁或赚9元#这波茅台和瑞幸的联名可以说是双赢啊。原本在大众印象中高高在上的茅台原来也会接地气的做联名这一套，茅台原来高不可攀的固有印象算是被打破了。而对于瑞幸来说，和茅台这样的品牌联名，一方面可以把自己的品牌给拉高一些，另一方面还能狠狠的拉一波销量。对普通用户来说，只需要花一点钱，在喝咖啡的同时还能尝到茅台的味道，说起来也不算太亏~,,,,喝一杯酱香拿铁或赚9元,0,5,137,2023-09-05 10:20,微博网页版,,,,福建
4942555164444836,NhR3miEiU,1907330883,蒋东文,昨天瑞幸和茅台联名的酱香拿铁刷屏朋友圈，不过口感褒贬不一，有说像酒心巧克力的，也有说就是宿醉刚吐完的味儿。。。其实，大家喝的不是味，是人气！像这位网友就不是去喝瑞幸而是薅茅台的吧！这种逆天的操作都能想出来。。。#瑞幸茅台酱香拿铁配料表#,,,,瑞幸茅台酱香拿铁配料表,0,0,0,2023-09-05 10:20,HUAWEI P30,['https://wx2.sinaimg.cn/large/71af8f43ly1hhlhqcvmunj20bq0aeact.jpg'],,,北京
4942555151335977,NhR3l5By1,7745873312,金湖融媒,【#瑞幸曝光酱香咖啡原料生产过程#网友：#看生产线小哥甩的那几下是真茅台#】9月4日，茅台和瑞幸的联名款咖啡“酱香拿铁”上线引发热议。#酱香拿铁原料商称加了3000万茅台#，派人盯着一瓶瓶加进原料中。随后，瑞幸咖啡发布视频“酱香拿铁生产第一线”，展示了酱香拿铁原料生产全记录。L荔枝新闻的微博视频#瑞幸公开原料生产记录视频#,,,,"瑞幸曝光酱香咖啡原料生产过程,看生产线小哥甩的那几下是真茅台,酱香拿铁原料商称加了3000万茅台,瑞幸公开原料生产记录视频",0,0,0,2023-09-05 10:20,微博视频号,,"http://f.video.weibocdn.com/o0/4ZHMcDCqlx088lx372k8010412005Ofz0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317107&ssig=2VQ6cG82S9&KID=unistore,video",,
4942555146881091,NhR3ksS5l,5671933044,让笑料飞,#酱香拿铁一日销售542万杯#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。茅台工作人员告诉记者，这是茅台与咖啡品牌的第一次联名合作,,,,酱香拿铁一日销售542万杯,0,0,0,2023-09-05 10:20,iPhone客户端,,,,福建
4942555110703673,NhR3h2X3z,5598477061,数字XIN,#茅台瑞幸酱香拿铁#品味酱香，致敬经典！潘虎新作--瑞幸咖啡×贵州茅台联名款咖啡「酱香拿铁」美酒加咖啡，就爱这一杯！,,,,茅台瑞幸酱香拿铁,0,0,1,2023-09-05 10:20,HarmonyOS设备,"['https://wx3.sinaimg.cn/large/0066SDD7gy1hhlhpj3xgrj30u018wn8t.jpg', 'https://wx4.sinaimg.cn/large/0066SDD7gy1hhlhpjsgf5j30u01hcqd7.jpg', 'https://wx4.sinaimg.cn/large/0066SDD7gy1hhlhpkhrncj30u01hq11x.jpg', 'https://wx3.sinaimg.cn/large/0066SDD7gy1hhlhpl2utwj30u01sw46x.jpg', 'https://wx1.sinaimg.cn/large/0066SDD7gy1hhlhpln7g2j30u01sw111.jpg', 'https://wx3.sinaimg.cn/large/0066SDD7gy1hhlhpmghiuj30u01swdqi.jpg', 'https://wx4.sinaimg.cn/large/0066SDD7gy1hhlhpn88l6j30u01sw159.jpg', 'https://wx1.sinaimg.cn/large/0066SDD7gy1hhlhpnosnzj30u01sw797.jpg', 'https://wx4.sinaimg.cn/large/0066SDD7gy1hhlhpoc8orj30u01swk1s.jpg']",,,广东
4942555110965342,NhR3h4382,2558160682,豆豆得儿得er,【#商家擅自制售茅台咖啡被罚##商家自制茅台咖啡售价128元#】#在咖啡中擅自添加茅台售卖是侵权行为#昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,"商家擅自制售茅台咖啡被罚,商家自制茅台咖啡售价128元,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:20,微博云剪,"['https://wx4.sinaimg.cn/large/987a6f2aly8hhlhq3ndh5j213d0kb42i.jpg', 'https://wx4.sinaimg.cn/large/987a6f2aly8hhlhq3w2q5j20wk0fugq2.jpg', 'https://wx4.sinaimg.cn/large/987a6f2aly8hhlhq44bgdj213a0dkdiq.jpg', 'https://wx1.sinaimg.cn/large/987a6f2aly8hhlhq4ctjij20vq0ha79e.jpg', 'https://wx1.sinaimg.cn/large/987a6f2aly8hhlhq4m2brj20gg0dtwh8.jpg']",,,北京
4942555105986197,NhR3gp7hz,2680588122,夏良久,【#商家擅自制售茅台咖啡被罚##商家自制茅台咖啡售价128元#】#在咖啡中擅自添加茅台售卖是侵权行为#昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,"商家擅自制售茅台咖啡被罚,商家自制茅台咖啡售价128元,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:20,微博云剪,"['https://wx2.sinaimg.cn/large/9fc6875aly8hhlhq3eby1j213d0kb789.jpg', 'https://wx4.sinaimg.cn/large/9fc6875aly8hhlhq3nqh9j20wk0fuq7d.jpg', 'https://wx3.sinaimg.cn/large/9fc6875aly8hhlhq3vsvxj213a0dkju9.jpg', 'https://wx3.sinaimg.cn/large/9fc6875aly8hhlhq43c7ij20vq0hagqp.jpg', 'https://wx1.sinaimg.cn/large/9fc6875aly8hhlhq4bm87j20gg0dtq5o.jpg']",,,北京
4942555092879811,NhR3fc5az,3916135466,綦江法院,【#喝了酱香拿铁会被认定为酒驾吗#？记者亲测发现……】9月4日，瑞幸酱香拿铁上市，许多市民提出疑问：喝了之后能开车吗？@潇湘晨报记者喝了酱香拿铁后进行呼气式酒精检测，结果为0mg/100ml。交警提醒：请广大驾驶员朋友注意，喝了含有酒精的饮品不要开车。#瑞幸回应喝茅台联名咖啡能否开车#L潇湘晨报的微博视频,,,潇湘晨报,"喝了酱香拿铁会被认定为酒驾吗,瑞幸回应喝茅台联名咖啡能否开车",0,9,4,2023-09-05 10:20,微博视频号,,"http://f.video.weibocdn.com/o0/mm62XnyGlx088kVzo4bK01041200fTQl0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317308&ssig=n3FbBLY%2FM1&KID=unistore,video",,
4942555080819138,NhR3e3r5U,2191226793,N多寿司官方微博,#n多日报#听说大家昨天都在huo茅台～～北极贝：我也买一杯尝尝‼️‼️三文鱼大哥：未成年不能huo酒🔞那就………拿出来请大家huo吧关🐷我➕转发本条🧣请你喝茅台瑞瑞啦‼️9⃣️🈷️1⃣️9⃣️日开奖～一起来参与吧#茅台巧克力即将上线##瑞幸回应喝茅台联名咖啡能否开车##茅台瑞幸酱香拿铁#O抽奖详情,,,,"n多日报,茅台巧克力即将上线,瑞幸回应喝茅台联名咖啡能否开车,茅台瑞幸酱香拿铁",13,33,5,2023-09-05 10:20,微博轻享版,['https://wx3.sinaimg.cn/large/829b77a9gy1hhlhq0cviwj20nm0vidl7.jpg'],,,江苏
4942555025509026,NhR38n79g,1989636495,请叫我狗顺,【#商家擅自制售茅台咖啡被罚##商家自制茅台咖啡售价128元#】#在咖啡中擅自添加茅台售卖是侵权行为#昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,"商家擅自制售茅台咖啡被罚,商家自制茅台咖啡售价128元,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:20,微博云剪,"['https://wx2.sinaimg.cn/large/7697718fly8hhlhprp3w9j213d0kbdjr.jpg', 'https://wx3.sinaimg.cn/large/7697718fly8hhlhprvsgdj20wk0fu78o.jpg', 'https://wx2.sinaimg.cn/large/7697718fly8hhlhps2sxpj213a0dkmzz.jpg', 'https://wx2.sinaimg.cn/large/7697718fly8hhlhps8uj2j20vq0hawjj.jpg', 'https://wx3.sinaimg.cn/large/7697718fly8hhlhpshwzrj20gg0dt770.jpg']",,,北京
4942555022099025,NhR388O3f,5479875664,博览新闻,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，有媒体测算#喝一杯酱香拿铁或赚9元#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。（证券时报）#酱香拿铁为什么会火#L梨视频的微博视频,,,,"茅台巧克力即将上线,喝一杯酱香拿铁或赚9元,酱香拿铁为什么会火",0,0,0,2023-09-05 10:20,微博视频号,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317308&ssig=HXebCEYf%2Fa&KID=unistore,video",,
4942555001651323,NhR366VAf,2775667691,新言财经,【#联名是不是割韭菜#】#如何看待咖啡中擅加茅台售卖是侵权#9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。茅台工作人员告诉记者，这是茅台与咖啡品牌的第一次联名合作。但实际上，市场上早已出现了茅台咖啡。茅台工作人员告诉记者，咖啡店擅自在饮品中添加茅台售卖，即便不以此作为卖点宣传，实际上也是侵权行为。据九派新闻消息，长沙一餐馆推出酱香茅台火锅，锅底售价128元一份。据报道茅台巧克力即将上线。#在咖啡中擅自添加茅台售卖是侵权行为#L麦穗财经的微博视频,,,,"联名是不是割韭菜,如何看待咖啡中擅加茅台售卖是侵权,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:20,微博视频号,,"http://f.video.weibocdn.com/o0/s8UxoqbClx088mj9FiuY010412002wf30E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317308&ssig=xG6FaraROm&KID=unistore,video",,
4942554980681192,NhR342RcY,1760298927,陆锡鑫,#为什么瑞幸联名茅台能出圈##酱香拿铁一日销售542万杯#【茅台工作人员：#在咖啡中擅自添加茅台售卖是侵权行为#】9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“酱香拿铁”正式开卖，引发广泛关注。茅台工作人员告诉记者，这是茅台与咖啡品牌的第一次联名合作。但实际上，市场上早已出现了茅台咖啡。以贵阳的某家咖啡店为例，某款添加茅台酒的浓缩咖啡马提尼饮品为其招牌产品之一。这款产品大约120ml，其中添加了15ml43度飞天茅台，售价198元。此外，也可以选择添加53度飞天茅台，售价388元。茅台工作人员告诉记者，咖啡店擅自在饮品中添加茅台售卖，即便不以此作为卖点宣传，实际上也是侵权行为。（蓝鲸）,,,,"为什么瑞幸联名茅台能出圈,酱香拿铁一日销售542万杯,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:19,,['https://wx4.sinaimg.cn/large/68ec07afly1hhlhpky1epj20gm7ps1kx.jpg'],,,北京
4942554947390074,NhR30v0uK,5671933044,让笑料飞,#为什么瑞幸茅台联名这么火#虽然这次和茅台的联名，刷屏了朋友圈，但瑞幸联名也不是每次都这么火。今年从1月开始，瑞幸每个月都有联名活动。《DT商业观察》根据瑞幸官方公众号的相关信息进行统计，截至9月4日，瑞幸一共搞了12次联名,,,,为什么瑞幸茅台联名这么火,0,0,0,2023-09-05 10:19,iPhone客户端,,,,福建
4942554938476076,NhR2Zzz0U,6897044550,九品财经人,【#品牌联名会是下一个趋势吗#】9月4日，瑞幸和茅台联名推出的“酱香拿铁”新品在瑞幸全国门店上线，推出四小时后相关话题登顶热搜高位。近些年来，在品牌市场营销活动中，常常能看见联名营销的案例。除了与经典动画、影视作品、热门游戏等IP联名之外，今年的茶饮品牌也开启了与高奢、珠宝等品牌的联名。据不完全统计，今年上半年茶饮届的联名频率不下30次，且越来越卷。喜茶、奈雪的茶、COCO、茶百道、蜜雪冰城等品牌都分别官宣了联名。在如今这个信息爆炸的时代，品牌营销想要获得用户的注意和青睐必须要具有创意。而对于品牌跨界而言，就是要有“用户万万想不到”的点子。通过联合类别反差巨大的品牌来引发好奇，刺激消费者的感官体验，产生记忆点，从而引起自发的讨论和分享，打破用户心中对品牌的固定认知。#茅台巧克力即将上线##喝一杯酱香拿铁或赚9元#L知氪视频的微博视频,,,,"品牌联名会是下一个趋势吗,茅台巧克力即将上线,喝一杯酱香拿铁或赚9元",0,0,0,2023-09-05 10:19,微博视频号,,"http://f.video.weibocdn.com/o0/W57Fsniblx088miVGIuk01041200907M0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317308&ssig=ErlvrK44QM&KID=unistore,video",,
4942554929041343,NhR2YBW47,6052763990,河北方和圆紧固件制造有限公司,【方和圆简报】美好的一天，从读报开始，9月5日，癸卯年七月廿一，星期二，工作愉快，幸福生活1、抖音:酱香拿铁首发直播4小时交易破千万已卖出超100万杯;2、光大银行：固定利率房贷也可申请降低；3、国家医保局：将医保定点范围向基层医疗机构和定点零售药店拓展；4、美商务部长雷蒙多称美将继续对华出售芯片但不卖最顶尖芯片;5、金华市税务局稽查局确认：演员蒋依依已补缴238万元；6、星空华文回应中国好声音暂停播出：将针对谣言采取法律行动维权；7、南京放宽落户政策：35岁以下大专生缴社保即可落户；8、中演协：今年暑期全国演出票房收入较去年同期增长792.41%;9、华为官方严格控制倒卖和加价行为，Mate60Pro二手平台溢价下降；10、瑞幸回应喝茅台联名咖啡能否开车：酒精含量低于0.5度，驾驶人员不建议饮用；11、中国女性肥胖比例不足10%，男性肥胖的比例为18.2%;12、北京将试点网约车、共享单车与地铁联动预约;,,,,,0,0,0,2023-09-05 10:19,荣耀10青春版,"['https://wx4.sinaimg.cn/large/006BCMpEly1hhlhp3gfbmj30u01hc47u.jpg', 'https://wx4.sinaimg.cn/large/006BCMpEly1hhlhp40d25j31hc0u0qca.jpg', 'https://wx2.sinaimg.cn/large/006BCMpEly1hhlhp4k4b0j30o01hcn68.jpg', 'https://wx1.sinaimg.cn/large/006BCMpEly1hhlhp5dti6j30o01hc7io.jpg', 'https://wx1.sinaimg.cn/large/006BCMpEly1hhlhp6dr1yj32dc1wynpd.jpg', 'https://wx1.sinaimg.cn/large/006BCMpEly1hhlhp8hhiuj32eo37ku0y.jpg', 'https://wx2.sinaimg.cn/large/006BCMpEly1hhlhpaavtjj32eo37k1kz.jpg', 'https://wx1.sinaimg.cn/large/006BCMpEly1hhlhpd5kd4j32eo37kqv7.jpg', 'https://wx4.sinaimg.cn/large/006BCMpEly1hhlhpdzjpfj31hc0u07bh.jpg']",,,河北
4942554924583814,NhR2Yjesu,6716483843,沾化融媒,【#交警建议喝茅台联名咖啡后别开车#】9月4日，贵州茅台与瑞幸咖啡推出的联名咖啡“茅台瑞幸酱香拿铁”正式上架开卖。瑞幸官方小程序客服回应称：酱香拿铁使用白酒风味厚奶，含53度贵州茅台酒，酒精度低于0.5%。济南交警：喝过后不建议开车。闪电新闻的微博视频L闪电新闻的微博视频,,,,交警建议喝茅台联名咖啡后别开车,1,0,0,2023-09-05 10:19,微博视频号,,"http://f.video.weibocdn.com/o0/bp8iOwKAlx088lczFtV6010412007eFs0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317308&ssig=cAZhzp5FB1&KID=unistore,video",,
4942554905444878,NhR2WmQsC,2208787052,历史的进城,#为什么瑞幸联名茅台能出圈##一杯酱香拿铁成本或在8至9元#瑞幸最新战报，昨天单日销量542w杯，单品销售1亿元。所以现在大牌通过联名营销接地气是个很好的营销策略，拉近了大牌和普通人的距离。,,,,"为什么瑞幸联名茅台能出圈,一杯酱香拿铁成本或在8至9元",8,8,35,2023-09-05 10:19,历史的进城iPhone客户端,['https://wx1.sinaimg.cn/large/83a76a6cly1hhlhh5brbvj20v91jkahi.jpg'],,,上海
4942554900464728,NhR2W1WTC,5671933044,让笑料飞,#为什么瑞幸联名茅台能出圈#以贵阳的某家咖啡店为例，某款添加茅台酒的浓缩咖啡马提尼饮品为其招牌产品之一。这款产品大约120ml，其中添加了15ml43度飞天茅台，售价198元。此外，也可以选择添加53度飞天茅台，售价388元。茅台工作人员告诉记者，咖啡店擅自在饮品中添加茅台售卖，即便不以此作为卖点宣传，实际上也是侵权行为。,,,,为什么瑞幸联名茅台能出圈,0,0,0,2023-09-05 10:19,iPhone客户端,,,,福建
4942554892340188,NhR2V9OMY,7478362944,西南鹰狼,#在咖啡中擅自添加茅台售卖是侵权行为#，酒让人困，咖啡让人醒，喝完之后究竟是困是醒？对此，有人的解答是，咖啡具有解酒功能，所以应该会让人清醒。但更多的年轻人表示，醉或醒，都无所谓，早C（coffee，咖啡）晚A（alcohol，酒精），早就成了一种流行的生活方式。更重要的是，瑞幸这回联名，主动制造话题热度的，不仅仅是爱JOJO的二次元、磕线条小狗的冲浪选手，显然还吸引了很多中年人，“破圈”的效果可以称得上十分显著。,,,,在咖啡中擅自添加茅台售卖是侵权行为,0,0,1,2023-09-05 10:19,微博搜索,,,,广西
4942554880017702,NhR2U04Bw,7261097358,天眼查吃瓜bot,【#商家擅自制售茅台咖啡被罚##商家自制茅台咖啡售价128元#】#在咖啡中擅自添加茅台售卖是侵权行为#昨日，茅台与瑞幸联名的“酱香拿铁”开卖，引发广泛关注。茅台工作人员称，如咖啡店擅自在饮品中添加茅台售卖，是侵权行为。天眼查App显示，曾有商家因自制“茅台咖啡”被处罚。其中，无锡市心甜化妆品经营部在未取得商标授权的情况下自制“茅台咖啡”销售，并在店内设置“专属特调茅台咖啡53°¥128”“咖啡天花板玖号53°飞天茅咖”等宣传牌，在抖音、小红书等软件上进行宣传，当事人因无法提供食品经营许可证及茅台公司的相关授权，被无锡市梁溪区市场监督管理局罚没7万余元。锡山区东港米阑西餐厅因在其经营场所吧台货架和储物柜内存有“茅台拿铁”咖啡杯，外包装上标有“茅台拿铁”及图标，但无法提供相关商标授权，被无锡市锡山区市场监督管理局罚款500元。,,,,"商家擅自制售茅台咖啡被罚,商家自制茅台咖啡售价128元,在咖啡中擅自添加茅台售卖是侵权行为",0,0,0,2023-09-05 10:19,微博云剪,"['https://wx1.sinaimg.cn/large/007VoP7wly8hhlhp5eygpj313d0kbgpm.jpg', 'https://wx3.sinaimg.cn/large/007VoP7wly8hhlhp5nhe5j30wk0fun1m.jpg', 'https://wx3.sinaimg.cn/large/007VoP7wly8hhlhp5x1j1j313a0dkn02.jpg', 'https://wx1.sinaimg.cn/large/007VoP7wly8hhlhp6803yj30vq0hadky.jpg', 'https://wx3.sinaimg.cn/large/007VoP7wly8hhlhp6hf7rj30gg0dt0vh.jpg']",,,北京
4942554878443600,NhR2Tzqz6,1760298927,陆锡鑫,【#为什么瑞幸茅台联名这么火#】#一杯酱香拿铁含约2毫升茅台酒#虽然这次和茅台的联名，刷屏了朋友圈，但瑞幸联名也不是每次都这么火。今年从1月开始，瑞幸每个月都有联名活动。《DT商业观察》根据瑞幸官方公众号的相关信息进行统计，截至9月4日，瑞幸一共搞了12次联名。但是在社交平台上出现“人传人”现象的，只有2个，当属214情人节和线条小狗的联名，以及这次和茅台的联名。光看瑞幸，一个联名能否出圈，似乎是有偶然性的。毕竟瑞幸的联名对象，都有一定的知名度。从女装品牌维密、乐队五条人，到动画电影《哆啦A梦：大雄与天空的理想乡》，都是大众知道的IP。但如果从整个饮品圈来看，能广泛出圈的联名，其实是有规律的。截至9月4日，今年爆火的饮品联名，主要有两类。一是和爆火游戏的联名。比如蜜雪冰城和《蛋仔派对》、喜茶和《原神》、茶百道和《未定事件簿》。它们本身玩家多，基本盘大。联名活动通常也会准备很多周边，还会联动游戏本身，比如抽奖、获得新道具、新表情包等等，全方位围绕玩家的体验打造。但这一类联名走红，更多是得益于该游戏的垂类人群，容易出现圈内爆火、圈外“静悄悄”的两极情况。另一类则是和奢侈品的联名，通过横向破圈，让不同人群一起把热度托高。比如喜茶和Fendi、Manner和LV、瑞幸和茅台，都不仅仅局限于爱喝咖啡的，也不仅仅局限于平时领券下单瑞幸的打工人。是的，作为高端白酒，茅台本质上也是奢侈品。它们的爆火，都是借用了“奢侈品日常化”的流量密码：在奢侈品的平价产品面前，人人平等。无论谁喝上这一杯，都是高端白酒尊贵的“上帝”。（@DT商业观察）,,,DT商业观察,"为什么瑞幸茅台联名这么火,一杯酱香拿铁含约2毫升茅台酒",0,0,0,2023-09-05 10:19,,['https://wx4.sinaimg.cn/large/68ec07afly1hhlhp3t7mej20gscmne81.jpg'],,,北京
4942554875561297,NhR2TnkKl,5844033678,互联网评论官号,【知情人士：#茅台巧克力即将上线#】贵州茅台联名推出的“瑞幸酱香拿铁”引发热议，有媒体测算#喝一杯酱香拿铁或赚9元#。今年茅台冰淇淋一周年庆活动上，茅台集团董事长丁雄军曾表示，贵州茅台将加大研发酒心巧克力、含酒饮品、棒支、软冰等产品，建立不同类型、不同价位、特色显著的产品矩阵。除了冰品和咖啡，据知情人士透露，茅台巧克力也即将上线了。以此推测，未来茅台冰淇淋（咖啡、巧克力等等）或以统一的阵容成为茅台一个业务分支。该分支也将根据受众的不同，区分为不同的价格带和不同的产品，以此为抓手，触达年轻消费者。（证券时报）#酱香拿铁为什么会火#L梨视频的微博视频,,,,"茅台巧克力即将上线,喝一杯酱香拿铁或赚9元,酱香拿铁为什么会火",0,0,0,2023-09-05 10:19,Android,,"http://f.video.weibocdn.com/o0/b3uiJtrilx088kHzNYs0010412003Go60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317516&ssig=YzH1v%2FrtTg&KID=unistore,video",,北京
4942554829950528,NhR2OFKAo,6716483843,沾化融媒,【#成都一女子自制浓香拿铁#】9月4日，四川成都。茅台、瑞幸联名推出的“酱香拿铁”今天正式开卖，有网友表示外卖太慢一直等不到，于是决定在家自制酒咖。#酱香拿铁还没喝浓香拿铁来了#当事人魏女士表示，正好家里有还有白酒，不过是浓香型，没有倒很多，味道还不错。@四川观察四川观察的微博视频L四川观察的微博视频,,,四川观察,"成都一女子自制浓香拿铁,酱香拿铁还没喝浓香拿铁来了",0,0,0,2023-09-05 10:19,微博视频号,,"http://f.video.weibocdn.com/o0/pfZAXDhmlx088lfAqpDG01041200ap7t0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317516&ssig=DKl%2Bh50b3X&KID=unistore,video",,
4942554765721786,NhR2Io0uS,7647895119,中访网微博,【#为什么瑞幸联名茅台能出圈#】在门店扩张和价格肉搏之后，咖啡茶饮赛道开始卷营销，联名成为各品牌“破圈”角逐点。但业内人士称，“不是所有联名都能对双方品牌产生1+1>2的效果，很多都没法实现。”博士战略咨询创始合伙人洪寅义认为，“这是近期最大、最出圈的联名事件，核心原因是茅台的品牌背书，所以，瑞幸毫无疑问大赚特赚。”#一杯酱香拿铁成本或在8至9元#（21世纪经济报道）L澎湃新闻的微博视频,,,,"为什么瑞幸联名茅台能出圈,一杯酱香拿铁成本或在8至9元",3,3,12,2023-09-05 10:19,微博视频号,,"http://f.video.weibocdn.com/o0/RgMAURkFlx088lt7BhnO01041200cpfd0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1709317516&ssig=ck9u%2F%2FtRdM&KID=unistore,video",,四川
